===== UNSLOTH TRAINING CONFIG =====
Model: unsloth/Qwen2.5-7B
Epochs: 4
Batch size: 2
Gradient accumulation steps: 8
Learning rate: 0.0002
Max sequence length: 512
Load in 4bit: True
Started at (UTC): 2026-05-01 22:10:00.560536+00:00
Finished at (UTC): 2026-05-02 00:10:29.634665+00:00

===== TRAIN LOG HISTORY =====
step=10 | epoch=0.01777382803821373 | loss=2.79012393951416 | lr=1.0650887573964498e-05
step=960 | epoch=1.705620973117085 | loss=0.06575890779495239 | lr=0.00012414786365818532
step=970 | epoch=1.7233948011552989 | loss=0.07548584938049316 | lr=0.0001231877100336054
step=980 | epoch=1.7411686291935125 | loss=0.06324265003204346 | lr=0.00012222755640902547
step=990 | epoch=1.7589424572317263 | loss=0.06704135537147522 | lr=0.00012126740278444553
step=1000 | epoch=1.77671628526994 | loss=0.07040268778800965 | lr=0.00012030724915986558
step=1010 | epoch=1.7944901133081537 | loss=0.06380031108856202 | lr=0.00011934709553528565
step=1020 | epoch=1.8122639413463675 | loss=0.06263542175292969 | lr=0.00011838694191070572
step=1030 | epoch=1.8300377693845813 | loss=0.06667835116386414 | lr=0.00011742678828612578
step=1040 | epoch=1.8478115974227949 | loss=0.06711175441741943 | lr=0.00011646663466154586
step=1050 | epoch=1.8655854254610087 | loss=0.07266603112220764 | lr=0.00011550648103696593
step=1060 | epoch=1.8833592534992225 | loss=0.06367127895355225 | lr=0.00011454632741238598
step=1070 | epoch=1.901133081537436 | loss=0.06655707359313964 | lr=0.00011358617378780605
step=1080 | epoch=1.91890690957565 | loss=0.06120128035545349 | lr=0.00011262602016322613
step=1090 | epoch=1.9366807376138637 | loss=0.06435776948928833 | lr=0.00011166586653864619
step=1100 | epoch=1.9544545656520773 | loss=0.06683547496795654 | lr=0.00011070571291406626
step=1110 | epoch=1.972228393690291 | loss=0.06597573161125184 | lr=0.00010974555928948633
step=1120 | epoch=1.990002221728505 | loss=0.06546706557273865 | lr=0.00010878540566490638
step=1126 | epoch=2.0 | eval_loss=0.06515306234359741
step=1130 | epoch=2.0071095312152853 | loss=0.0734825611114502 | lr=0.00010782525204032645
step=1140 | epoch=2.0248833592534994 | loss=0.0532451868057251 | lr=0.00010686509841574653
step=1150 | epoch=2.042657187291713 | loss=0.06244098544120789 | lr=0.00010590494479116659
step=1160 | epoch=2.0604310153299266 | loss=0.06080134510993958 | lr=0.00010494479116658666
step=1170 | epoch=2.0782048433681406 | loss=0.06529507040977478 | lr=0.00010398463754200674
step=1180 | epoch=2.095978671406354 | loss=0.057659578323364255 | lr=0.00010302448391742678
step=1190 | epoch=2.113752499444568 | loss=0.05753912925720215 | lr=0.00010206433029284686
step=1200 | epoch=2.1315263274827814 | loss=0.06857693791389466 | lr=0.00010110417666826693
step=1210 | epoch=2.1493001555209954 | loss=0.06138970255851746 | lr=0.00010014402304368699
step=1220 | epoch=2.167073983559209 | loss=0.06729525327682495 | lr=9.918386941910706e-05
step=1230 | epoch=2.1848478115974226 | loss=0.059166443347930905 | lr=9.822371579452712e-05
step=1240 | epoch=2.2026216396356366 | loss=0.056385546922683716 | lr=9.72635621699472e-05
step=1250 | epoch=2.22039546767385 | loss=0.059481745958328246 | lr=9.630340854536727e-05
step=1260 | epoch=2.238169295712064 | loss=0.05840582251548767 | lr=9.534325492078733e-05
step=1270 | epoch=2.255943123750278 | loss=0.059281033277511594 | lr=9.43831012962074e-05
step=1280 | epoch=2.2737169517884914 | loss=0.05902460813522339 | lr=9.342294767162747e-05
step=1290 | epoch=2.291490779826705 | loss=0.06395581960678101 | lr=9.246279404704753e-05
step=1300 | epoch=2.309264607864919 | loss=0.058606702089309695 | lr=9.15026404224676e-05
step=1310 | epoch=2.3270384359031326 | loss=0.0685638129711151 | lr=9.054248679788767e-05
step=1320 | epoch=2.3448122639413462 | loss=0.06311123371124268 | lr=8.958233317330773e-05
step=1330 | epoch=2.3625860919795603 | loss=0.06265194416046142 | lr=8.862217954872781e-05
step=1340 | epoch=2.380359920017774 | loss=0.058249753713607785 | lr=8.766202592414787e-05
step=1350 | epoch=2.3981337480559874 | loss=0.06216856837272644 | lr=8.670187229956793e-05
step=1360 | epoch=2.4159075760942015 | loss=0.06370694041252137 | lr=8.5741718674988e-05
step=1370 | epoch=2.433681404132415 | loss=0.0627135992050171 | lr=8.478156505040807e-05
step=1380 | epoch=2.4514552321706287 | loss=0.05970220565795899 | lr=8.382141142582814e-05
step=1390 | epoch=2.4692290602088427 | loss=0.061080324649810794 | lr=8.286125780124821e-05
step=1400 | epoch=2.4870028882470563 | loss=0.06145547032356262 | lr=8.190110417666827e-05
step=1410 | epoch=2.50477671628527 | loss=0.06513983607292176 | lr=8.094095055208833e-05
step=1420 | epoch=2.522550544323484 | loss=0.05697141289710998 | lr=7.99807969275084e-05
step=1430 | epoch=2.5403243723616975 | loss=0.058189141750335696 | lr=7.902064330292848e-05
step=1440 | epoch=2.558098200399911 | loss=0.06235835552215576 | lr=7.806048967834854e-05
step=1450 | epoch=2.575872028438125 | loss=0.06290832161903381 | lr=7.710033605376861e-05
step=1460 | epoch=2.5936458564763387 | loss=0.05616157650947571 | lr=7.614018242918867e-05
step=1470 | epoch=2.6114196845145523 | loss=0.05718638896942139 | lr=7.518002880460873e-05
step=1480 | epoch=2.629193512552766 | loss=0.06327167749404908 | lr=7.42198751800288e-05
step=1490 | epoch=2.64696734059098 | loss=0.060815286636352536 | lr=7.325972155544888e-05
step=1500 | epoch=2.6647411686291935 | loss=0.059559750556945804 | lr=7.229956793086894e-05
step=1510 | epoch=2.682514996667407 | loss=0.06041964292526245 | lr=7.133941430628901e-05
step=1520 | epoch=2.7002888247056207 | loss=0.05590498447418213 | lr=7.037926068170909e-05
step=1530 | epoch=2.7180626527438347 | loss=0.07005230784416198 | lr=6.941910705712915e-05
step=1540 | epoch=2.7358364807820483 | loss=0.06242338418960571 | lr=6.845895343254921e-05
step=1550 | epoch=2.753610308820262 | loss=0.06043739318847656 | lr=6.749879980796928e-05
step=1560 | epoch=2.771384136858476 | loss=0.06114939451217651 | lr=6.653864618338934e-05
step=1570 | epoch=2.7891579648966895 | loss=0.06331931948661804 | lr=6.557849255880941e-05
step=1580 | epoch=2.806931792934903 | loss=0.0571963369846344 | lr=6.461833893422949e-05
step=1590 | epoch=2.824705620973117 | loss=0.062199348211288454 | lr=6.365818530964955e-05
step=1600 | epoch=2.8424794490113308 | loss=0.06227569580078125 | lr=6.269803168506961e-05
step=1610 | epoch=2.8602532770495444 | loss=0.05990923643112182 | lr=6.173787806048968e-05
step=1620 | epoch=2.8780271050877584 | loss=0.05918181538581848 | lr=6.077772443590974e-05
step=1630 | epoch=2.895800933125972 | loss=0.05547343492507935 | lr=5.981757081132982e-05
step=1640 | epoch=2.9135747611641856 | loss=0.056704217195510866 | lr=5.8857417186749884e-05
step=1650 | epoch=2.9313485892023996 | loss=0.06279194355010986 | lr=5.7897263562169944e-05
step=1660 | epoch=2.949122417240613 | loss=0.059871190786361696 | lr=5.693710993759002e-05
step=1670 | epoch=2.966896245278827 | loss=0.05823873281478882 | lr=5.5976956313010085e-05
step=1680 | epoch=2.984670073317041 | loss=0.059028953313827515 | lr=5.5016802688430145e-05
step=1689 | epoch=3.0 | eval_loss=0.0645318403840065
step=1690 | epoch=3.0017773828038212 | loss=0.05674599409103394 | lr=5.405664906385022e-05
step=1700 | epoch=3.0195512108420353 | loss=0.05445775985717773 | lr=5.3096495439270286e-05
step=1710 | epoch=3.037325038880249 | loss=0.05192137360572815 | lr=5.2136341814690346e-05
step=1720 | epoch=3.0550988669184624 | loss=0.050047951936721805 | lr=5.117618819011042e-05
step=1730 | epoch=3.0728726949566765 | loss=0.05318149924278259 | lr=5.0216034565530486e-05
step=1740 | epoch=3.09064652299489 | loss=0.0495773583650589 | lr=4.9255880940950553e-05
step=1750 | epoch=3.1084203510331037 | loss=0.05357235074043274 | lr=4.829572731637062e-05
step=1760 | epoch=3.1261941790713177 | loss=0.05295727252960205 | lr=4.7335573691790694e-05
step=1770 | epoch=3.1439680071095313 | loss=0.045776578783988955 | lr=4.6375420067210754e-05
step=1780 | epoch=3.161741835147745 | loss=0.05079489350318909 | lr=4.541526644263082e-05
step=1790 | epoch=3.179515663185959 | loss=0.050676995515823366 | lr=4.4455112818050895e-05
step=1800 | epoch=3.1972894912241725 | loss=0.05103594660758972 | lr=4.3494959193470955e-05
step=1810 | epoch=3.215063319262386 | loss=0.051184076070785525 | lr=4.253480556889102e-05
step=1820 | epoch=3.2328371473005997 | loss=0.0538844645023346 | lr=4.1574651944311096e-05
step=1830 | epoch=3.2506109753388137 | loss=0.051562219858169556 | lr=4.0614498319731156e-05
step=1840 | epoch=3.2683848033770273 | loss=0.05261872410774231 | lr=3.965434469515122e-05
step=1850 | epoch=3.286158631415241 | loss=0.05280890464782715 | lr=3.86941910705713e-05
step=1860 | epoch=3.303932459453455 | loss=0.052764898538589476 | lr=3.773403744599136e-05
step=1870 | epoch=3.3217062874916685 | loss=0.053902077674865725 | lr=3.6773883821411424e-05
step=1880 | epoch=3.339480115529882 | loss=0.053799211978912354 | lr=3.58137301968315e-05
step=1890 | epoch=3.357253943568096 | loss=0.054809606075286864 | lr=3.4853576572251565e-05
step=1900 | epoch=3.3750277716063097 | loss=0.05274141430854797 | lr=3.3893422947671625e-05
step=1910 | epoch=3.3928015996445233 | loss=0.05131272673606872 | lr=3.29332693230917e-05
step=1920 | epoch=3.4105754276827374 | loss=0.053058797121047975 | lr=3.1973115698511766e-05
step=1930 | epoch=3.428349255720951 | loss=0.05155685544013977 | lr=3.1012962073931826e-05
step=1940 | epoch=3.4461230837591645 | loss=0.0484363853931427 | lr=3.00528084493519e-05
step=1950 | epoch=3.463896911797378 | loss=0.05577781200408936 | lr=2.9092654824771964e-05
step=1960 | epoch=3.481670739835592 | loss=0.052071917057037356 | lr=2.813250120019203e-05
step=1970 | epoch=3.4994445678738058 | loss=0.0528647780418396 | lr=2.71723475756121e-05
step=1980 | epoch=3.5172183959120193 | loss=0.05101272463798523 | lr=2.6212193951032165e-05
step=1990 | epoch=3.5349922239502334 | loss=0.05822914242744446 | lr=2.525204032645223e-05
step=2000 | epoch=3.552766051988447 | loss=0.04963005781173706 | lr=2.4291886701872302e-05
step=2010 | epoch=3.5705398800266606 | loss=0.054230183362960815 | lr=2.3331733077292365e-05
step=2020 | epoch=3.5883137080648746 | loss=0.05431135892868042 | lr=2.2371579452712436e-05
step=2030 | epoch=3.606087536103088 | loss=0.05300570726394653 | lr=2.1411425828132503e-05
step=2040 | epoch=3.6238613641413018 | loss=0.0512275755405426 | lr=2.045127220355257e-05
step=2050 | epoch=3.641635192179516 | loss=0.0532895028591156 | lr=1.9491118578972637e-05
step=2060 | epoch=3.6594090202177294 | loss=0.05279750823974609 | lr=1.8530964954392704e-05
step=2070 | epoch=3.677182848255943 | loss=0.049488961696624756 | lr=1.757081132981277e-05
step=2080 | epoch=3.694956676294157 | loss=0.054892992973327635 | lr=1.6610657705232838e-05
step=2090 | epoch=3.7127305043323706 | loss=0.052281039953231814 | lr=1.5650504080652905e-05
step=2100 | epoch=3.730504332370584 | loss=0.05360831618309021 | lr=1.4690350456072972e-05
step=2110 | epoch=3.7482781604087982 | loss=0.05315359234809876 | lr=1.3730196831493039e-05
step=2120 | epoch=3.766051988447012 | loss=0.05355726480484009 | lr=1.2770043206913107e-05
step=2130 | epoch=3.7838258164852254 | loss=0.05433189272880554 | lr=1.1809889582333174e-05
step=2140 | epoch=3.8015996445234395 | loss=0.050418746471405027 | lr=1.084973595775324e-05
step=2150 | epoch=3.819373472561653 | loss=0.04991254508495331 | lr=9.889582333173308e-06
step=2160 | epoch=3.8371473005998666 | loss=0.050817883014678954 | lr=8.929428708593375e-06
step=2170 | epoch=3.8549211286380807 | loss=0.04784165322780609 | lr=7.969275084013442e-06
step=2180 | epoch=3.8726949566762943 | loss=0.05423426628112793 | lr=7.009121459433509e-06
step=2190 | epoch=3.890468784714508 | loss=0.05480819344520569 | lr=6.048967834853577e-06
step=2200 | epoch=3.908242612752722 | loss=0.053202968835830686 | lr=5.088814210273644e-06
step=2210 | epoch=3.9260164407909355 | loss=0.05177710652351379 | lr=4.128660585693711e-06
step=2220 | epoch=3.943790268829149 | loss=0.05466998815536499 | lr=3.1685069611137785e-06
step=2230 | epoch=3.9615640968673627 | loss=0.051558506488800046 | lr=2.2083533365338455e-06
step=2240 | epoch=3.9793379249055767 | loss=0.053652364015579226 | lr=1.2481997119539127e-06
step=2250 | epoch=3.9971117529437903 | loss=0.05914992094039917 | lr=2.8804608737397985e-07
step=2252 | epoch=4.0 | eval_loss=0.06699270755052567
step=2252 | epoch=4.0

===== TRAIN RESULT =====
Train loss: 0.10665095379480143
Train runtime seconds: 6785.7886
Train samples per second: 5.306
Wall time seconds: 6786.842198099941
